user_id,movie_id,rating,rating_date
10,20,10.0,2016-02-12
10,239,6.0,2016-02-13
10,173,10.0,2016-02-12
10,107,6.0,2016-02-13
10,204,7.0,2016-02-13
10,265,7.0,2016-02-12
10,2,9.0,2016-02-12
10,337,7.0,2016-02-12
10,304,9.0,2016-02-13
10,457,1.0,2016-02-13
10,51,8.0,2016-02-12
10,469,9.0,2016-02-12
10,218,6.0,2016-02-13
10,30,5.0,2016-02-13
10,190,6.0,2016-02-13
10,231,10.0,2016-02-12
10,399,7.0,2016-02-13
10,180,10.0,2016-02-12
10,289,7.0,2016-02-13
10,242,8.0,2016-02-13
10,302,6.0,2016-02-13
10,13,10.0,2016-02-12
10,75,10.0,2016-02-12
10,361,8.0,2016-02-13
10,161,6.0,2016-02-13
10,154,10.0,2016-02-12
10,192,2.0,2016-02-13
10,383,8.0,2016-02-13
10,410,8.0,2016-02-13
10,167,7.0,2016-02-13
10,187,9.0,2016-02-12
10,17,2.0,2016-02-13
10,86,1.0,2016-02-12
10,5,1.0,2016-02-13
10,151,2.0,2016-02-12
10,340,10.0,2016-02-12
11,141,10.0,1998-08-03
11,64,10.0,1998-08-03
11,415,6.0,1998-08-03
11,1,8.0,1998-08-03
11,6,10.0,1998-07-23
11,427,6.0,1998-08-03
11,60,8.0,1998-08-03
11,43,8.0,1998-08-03
11,19,10.0,1998-08-03
11,313,8.0,1998-08-03
11,494,8.0,1998-08-03
11,224,8.0,1998-08-03
11,285,10.0,1998-07-23
11,55,8.0,1998-08-03
11,454,6.0,1998-08-03
11,420,6.0,1998-08-03
11,54,8.0,1998-08-03
11,34,10.0,1998-08-03
11,360,8.0,1998-07-23
11,22,10.0,1998-08-03
12,177,7.0,2009-07-10
12,34,10.0,2009-07-10
12,392,10.0,2009-07-10
12,260,10.0,2009-07-10
12,202,10.0,2009-07-10
12,304,10.0,2009-07-10
13,12,10.0,2001-04-21
13,458,6.0,2001-04-16
13,68,10.0,2001-04-16
13,34,8.0,2001-04-16
13,433,6.0,2001-04-16
13,8,10.0,2001-04-16
13,16,10.0,2001-04-21
13,200,8.0,2001-04-21
13,83,10.0,2001-04-21
14,207,8.0,1996-06-22
14,12,10.0,1996-06-22
14,64,10.0,1996-06-22
14,398,6.0,1996-06-22
14,7,6.0,1996-06-22
14,1,6.0,1996-06-22
14,6,8.0,1996-06-22
14,372,2.0,1996-06-22
14,427,6.0,1996-06-22
14,60,6.0,1996-06-22
14,24,6.0,1996-06-22
14,174,6.0,1996-06-22
14,412,4.0,1996-06-22
14,19,8.0,1996-06-22
14,458,6.0,1996-06-22
15,61,5.0,2017-11-13
15,12,7.0,2017-11-13
15,25,10.0,2017-11-13
15,39,6.0,2017-11-13
15,7,8.0,2017-11-13
15,1,10.0,2017-11-13
15,6,10.0,2017-11-13
15,46,6.0,2017-11-13
15,24,10.0,2017-11-13
15,334,6.0,2017-11-13
15,43,10.0,2017-11-13
15,224,7.0,2017-11-13
15,9,8.0,2017-11-13
15,29,10.0,2017-11-13
15,68,8.0,2017-11-13
15,127,10.0,2017-11-13
15,55,10.0,2017-11-13
15,71,10.0,2017-11-13
15,81,8.0,2017-11-13
15,177,7.0,2017-11-13
15,32,10.0,2017-11-13
15,290,6.0,2017-11-13
15,236,10.0,2017-11-13
15,309,8.0,2017-11-13
15,22,7.0,2017-11-13
15,45,9.0,2017-11-13
15,8,8.0,2017-11-13
15,67,6.0,2017-11-13
15,44,8.0,2017-11-13
15,490,9.0,2017-11-13
15,4,5.0,2017-11-13
15,26,10.0,2017-11-13
15,129,7.0,2017-11-13
15,16,10.0,2017-11-13
15,84,8.0,2017-11-13
15,377,6.0,2017-11-13
15,201,7.0,2017-11-13
15,33,3.0,2017-11-13
15,138,6.0,2017-11-13
15,419,10.0,2017-11-13
15,70,7.0,2017-11-13
15,10,7.0,2017-11-13
15,72,10.0,2017-11-13
15,235,8.0,2017-11-13
15,90,6.0,2017-11-13
15,14,7.0,2017-11-13
15,414,4.0,2017-11-13
15,50,10.0,2017-11-13
15,56,6.0,2017-11-13
15,287,7.0,2017-11-13
15,42,6.0,2017-11-13
15,282,7.0,2017-11-13
15,121,6.0,2017-11-13
15,283,5.0,2017-11-13
15,245,7.0,2017-11-13
15,111,5.0,2017-11-13
15,104,10.0,2017-11-13
15,273,6.0,2017-11-13
15,23,9.0,2017-11-13
15,95,6.0,2017-11-13
15,119,7.0,2017-11-13
15,2,4.0,2017-11-13
15,53,4.0,2017-11-13
15,41,7.0,2017-11-13
15,125,8.0,2017-11-13
15,471,6.0,2017-11-13
15,51,7.0,2017-11-13
15,241,8.0,2011-03-06
15,170,7.0,2017-11-13
15,30,6.0,2017-11-13
15,3,7.0,2017-11-13
15,223,10.0,2017-11-13
15,259,7.0,2017-11-13
15,27,4.0,2017-11-13
15,69,6.0,2017-11-13
15,13,4.0,2017-11-13
15,195,6.0,2017-11-13
15,232,6.0,2017-11-13
15,192,8.0,2017-11-13
15,15,2.0,2017-11-13
15,257,8.0,2017-11-13
15,148,7.0,2017-11-13
15,112,9.0,2017-11-13
15,310,8.0,2017-11-13
15,86,4.0,2017-11-13
15,5,8.0,2017-11-13
15,85,3.0,2017-11-13
15,140,9.0,2017-11-13
15,63,9.0,2017-11-13
15,38,3.0,2017-11-13
15,131,4.0,2017-11-13
15,227,4.0,2017-11-13
15,57,4.0,2017-11-13
15,77,10.0,2017-11-13
15,47,4.0,2017-11-13
15,117,4.0,2017-11-13
15,344,2.0,2017-11-13
15,79,8.0,2017-11-13
15,106,9.0,2017-11-13
15,486,10.0,2017-11-13
15,230,6.0,2017-11-13
15,166,10.0,2017-11-13
15,341,7.0,2017-11-13
16,12,7.0,2013-08-26
16,49,8.0,2013-08-26
16,76,9.0,2013-08-26
16,25,6.0,2013-08-26
16,39,8.0,2013-08-26
16,7,6.0,2013-08-26
16,1,8.0,2013-08-26
16,6,7.0,2013-08-26
16,24,8.0,2013-08-26
16,116,9.0,2013-08-26
16,19,6.0,2013-08-26
16,145,9.0,2013-08-26
16,9,5.0,2013-08-26
16,62,8.0,2013-08-26
16,253,8.0,2013-08-26
16,65,8.0,2013-08-26
16,29,6.0,2013-08-26
16,353,8.0,2013-08-26
16,68,7.0,2013-08-26
16,156,8.0,2013-08-26
16,35,7.0,2013-08-26
16,71,8.0,2013-08-26
16,126,9.0,2013-08-26
16,497,9.0,2013-08-26
16,219,7.0,2013-08-26
16,54,7.0,2013-08-26
16,45,7.0,2013-08-26
16,8,7.0,2013-08-26
16,67,7.0,2013-08-26
16,44,7.0,2013-08-26
16,4,7.0,2013-08-26
16,356,8.0,2013-08-26
16,84,8.0,2013-08-26
16,83,6.0,2013-08-26
16,33,9.0,2013-08-26
16,108,7.0,2013-08-26
16,128,8.0,2013-08-26
16,10,7.0,2013-08-26
16,90,9.0,2013-08-26
16,14,7.0,2013-08-26
16,414,8.0,2013-08-26
16,11,7.0,2013-08-26
16,59,7.0,2013-08-26
16,186,8.0,2013-08-26
16,171,8.0,2013-08-26
16,2,9.0,2013-08-26
16,41,8.0,2013-08-26
16,51,8.0,2013-08-26
16,87,9.0,2013-08-26
16,3,6.0,2013-08-26
16,13,9.0,2013-08-26
17,61,9.0,2011-05-18
17,12,8.0,2011-06-05
17,49,9.0,2011-05-18
17,64,9.0,2011-05-18
17,76,8.0,2012-01-19
17,25,10.0,2011-05-18
17,39,7.0,2011-06-05
17,7,10.0,2011-05-18
17,1,10.0,2011-05-18
17,6,10.0,2011-05-18
17,60,9.0,2011-05-18
17,24,9.0,2011-05-18
17,116,7.0,2011-11-30
17,43,9.0,2011-05-18
17,412,9.0,2011-05-18
17,19,9.0,2011-05-18
17,224,8.0,2011-05-18
17,9,10.0,2011-05-18
17,74,8.0,2011-05-18
17,62,8.0,2011-06-05
17,366,9.0,2011-11-30
17,65,9.0,2011-05-18
17,29,10.0,2011-05-18
17,353,7.0,2011-05-18
17,68,9.0,2011-05-18
17,97,10.0,2011-11-30
17,55,10.0,2011-05-18
17,35,9.0,2011-05-18
17,31,9.0,2011-05-18
17,126,9.0,2011-05-18
17,446,9.0,2012-01-19
17,81,10.0,2011-05-18
17,497,8.0,2011-06-05
17,52,8.0,2011-11-30
17,349,8.0,2011-05-18
17,480,8.0,2011-05-18
17,32,9.0,2011-05-18
17,123,8.0,2011-05-18
17,105,10.0,2011-11-30
17,22,9.0,2011-05-18
17,45,9.0,2011-05-18
17,8,10.0,2011-05-18
17,67,8.0,2011-05-18
17,44,8.0,2011-11-30
17,4,9.0,2011-05-18
17,26,9.0,2011-11-30
17,84,9.0,2011-11-30
17,33,8.0,2011-05-18
17,10,9.0,2011-05-18
17,90,10.0,2011-11-30
17,14,10.0,2011-05-18
17,414,8.0,2012-01-19
17,120,9.0,2011-11-30
17,308,7.0,2011-11-30
17,11,9.0,2011-05-18
17,186,8.0,2011-11-30
17,318,9.0,2011-11-30
17,20,8.0,2011-05-18
17,171,9.0,2011-11-30
17,28,8.0,2011-05-18
17,2,9.0,2011-05-18
17,41,7.0,2011-05-18
17,18,8.0,2011-05-18
17,229,9.0,2011-11-30
17,87,8.0,2011-05-18
17,3,9.0,2011-05-18
17,135,8.0,2011-05-18
17,452,7.0,2011-05-18
18,61,7.0,2016-02-11
18,442,6.0,2016-02-16
18,141,8.0,2016-04-08
18,240,9.0,2016-04-22
18,207,8.0,2016-02-11
18,12,9.0,2016-02-09
18,49,10.0,2016-02-09
18,64,9.0,2016-02-09
18,76,8.0,2016-03-20
18,415,8.0,2016-02-11
18,398,5.0,2016-02-17
18,25,8.0,2016-02-09
18,39,9.0,2016-02-09
18,7,8.0,2016-02-09
18,1,10.0,2016-02-09
18,6,9.0,2016-02-09
18,46,6.0,2016-02-11
18,372,5.0,2016-02-16
18,427,5.0,2016-02-11
18,60,7.0,2016-02-11
18,24,9.0,2016-02-09
18,116,8.0,2016-02-29
18,174,7.0,2016-02-17
18,334,7.0,2016-02-11
18,43,9.0,2016-02-11
18,19,9.0,2016-02-09
18,326,6.0,2016-02-11
18,145,9.0,2016-02-09
18,313,6.0,2016-02-11
18,157,9.0,2016-02-09
18,224,8.0,2016-02-11
18,9,8.0,2016-02-09
18,74,8.0,2016-02-16
18,409,9.0,2016-02-11
18,62,8.0,2016-02-09
18,253,9.0,2016-02-11
18,65,9.0,2018-02-03
18,29,8.0,2016-02-11
18,68,8.0,2016-02-09
18,97,9.0,2016-02-09
18,156,7.0,2016-02-09
18,55,9.0,2016-02-11
18,35,9.0,2016-02-09
18,71,8.0,2016-02-09
18,31,10.0,2016-04-09
18,126,9.0,2016-02-09
18,450,9.0,2017-01-22
18,81,8.0,2016-02-16
18,221,8.0,2016-02-16
18,497,8.0,2016-03-09
18,32,8.0,2016-02-17
18,123,8.0,2016-02-09
18,454,7.0,2016-02-17
18,290,7.0,2016-02-09
18,363,7.0,2016-02-17
18,217,7.0,2016-02-17
18,219,8.0,2016-03-30
18,371,7.0,2016-10-18
18,36,6.0,2016-02-11
18,54,8.0,2016-02-09
18,34,8.0,2016-02-17
18,460,8.0,2016-06-09
18,105,9.0,2016-03-02
18,360,6.0,2016-02-17
18,203,8.0,2016-02-17
18,258,8.0,2016-02-09
18,236,7.0,2016-02-17
18,309,6.0,2016-02-17
18,22,8.0,2016-02-11
18,270,8.0,2016-02-17
18,275,8.0,2016-02-17
18,137,9.0,2016-09-27
18,45,8.0,2016-02-11
18,222,9.0,2016-02-27
18,8,9.0,2016-02-11
18,375,7.0,2016-02-11
18,67,9.0,2016-02-11
18,435,7.0,2016-02-17
18,387,6.0,2016-03-01
18,4,9.0,2016-02-09
18,443,8.0,2016-02-11
18,26,8.0,2016-02-11
18,16,9.0,2016-02-11
18,200,8.0,2016-06-03
18,84,9.0,2016-02-15
18,377,5.0,2016-02-11
18,83,9.0,2016-03-02
18,33,9.0,2016-02-11
18,78,8.0,2016-02-29
18,138,8.0,2016-02-11
18,70,8.0,2016-02-11
18,93,7.0,2016-03-02
18,208,8.0,2016-02-11
18,128,8.0,2016-02-11
18,10,9.0,2016-02-11
18,72,9.0,2016-02-11
18,276,8.0,2016-02-11
18,88,8.0,2016-03-02
18,246,8.0,2016-02-17
18,235,8.0,2016-02-11
18,413,5.0,2016-02-09
18,461,8.0,2016-02-16
18,159,7.0,2016-03-02
18,14,7.0,2016-02-11
18,325,8.0,2016-02-09
18,50,8.0,2016-02-11
18,80,9.0,2016-02-17
18,247,8.0,2016-06-03
18,211,7.0,2016-02-17
18,373,7.0,2016-02-09
18,56,8.0,2016-02-09
18,455,6.0,2016-02-09
18,40,9.0,2016-02-09
18,308,8.0,2016-02-29
18,42,7.0,2016-02-09
18,264,6.0,2016-02-17
18,362,9.0,2016-02-09
18,11,9.0,2016-02-09
18,282,9.0,2016-02-09
18,438,6.0,2016-02-09
18,59,8.0,2016-03-02
18,121,7.0,2016-02-16
18,283,7.0,2016-02-16
18,317,6.0,2016-02-11
18,158,7.0,2016-03-02
18,463,5.0,2016-02-09
18,245,7.0,2016-02-09
18,316,8.0,2016-02-17
18,379,8.0,2016-02-16
18,401,8.0,2016-02-09
18,321,7.0,2016-02-09
18,111,7.0,2016-02-11
18,406,6.0,2016-02-09
18,186,7.0,2016-02-09
18,267,8.0,2016-02-09
18,451,8.0,2016-02-09
18,133,7.0,2016-02-16
18,359,7.0,2016-02-16
18,20,9.0,2016-02-09
18,48,9.0,2016-02-09
18,422,9.0,2016-02-09
18,400,8.0,2017-01-28
18,266,8.0,2016-02-11
18,298,7.0,2016-02-11
18,132,8.0,2016-02-09
18,281,7.0,2016-02-09
18,171,8.0,2016-02-09
18,28,9.0,2016-02-09
18,23,9.0,2016-03-02
18,95,7.0,2016-02-09
18,209,9.0,2016-02-18
18,107,7.0,2016-02-09
18,176,7.0,2016-02-11
18,408,6.0,2016-02-11
18,184,6.0,2016-02-17
18,204,8.0,2016-02-09
18,197,7.0,2016-02-11
18,351,9.0,2016-03-30
18,456,8.0,2016-06-03
18,343,8.0,2016-02-17
18,2,8.0,2016-02-09
18,53,8.0,2016-02-16
18,315,5.0,2016-02-11
18,261,8.0,2016-02-17
18,277,7.0,2016-02-15
18,293,5.0,2016-02-17
18,248,7.0,2016-02-17
18,125,7.0,2016-02-09
18,172,7.0,2016-02-18
18,18,7.0,2016-02-09
18,271,8.0,2016-02-17
18,229,7.0,2016-02-11
18,51,8.0,2016-02-17
18,99,6.0,2016-02-15
18,241,8.0,2016-02-17
18,170,7.0,2016-02-17
18,428,6.0,2016-02-15
18,30,8.0,2016-02-17
18,190,9.0,2016-02-17
18,21,9.0,2016-02-09
18,378,7.0,2016-02-09
18,237,9.0,2016-02-09
18,96,8.0,2016-02-09
18,87,8.0,2016-02-29
18,3,9.0,2016-02-09
18,492,7.0,2016-02-17
18,339,8.0,2016-02-09
18,393,8.0,2016-05-19
18,259,7.0,2016-11-08
18,91,7.0,2016-02-09
18,251,6.0,2016-02-11
18,162,8.0,2016-02-09
18,163,6.0,2016-02-09
18,89,8.0,2016-02-09
18,27,8.0,2016-02-09
18,69,8.0,2016-02-09
18,13,8.0,2016-02-09
18,330,8.0,2016-02-09
18,303,7.0,2016-02-29
18,188,5.0,2016-02-29
18,232,6.0,2016-02-09
18,482,7.0,2016-02-16
18,192,6.0,2016-02-09
18,100,8.0,2016-02-09
18,15,8.0,2016-02-09
18,92,7.0,2016-03-07
18,320,8.0,2016-02-09
18,155,8.0,2017-12-15
18,345,7.0,2016-11-05
18,307,8.0,2016-11-08
18,98,6.0,2016-02-29
18,150,7.0,2016-11-05
18,153,8.0,2016-02-09
18,167,7.0,2016-02-09
18,17,6.0,2016-08-12
18,86,8.0,2016-02-17
18,5,9.0,2016-02-09
18,85,7.0,2016-03-07
18,144,8.0,2016-02-09
18,140,7.0,2016-02-29
18,196,7.0,2016-06-26
18,66,9.0,2016-02-16
18,38,9.0,2016-02-16
18,227,9.0,2016-02-09
18,118,9.0,2016-02-09
18,288,7.0,2016-03-02
18,323,8.0,2016-09-04
18,151,8.0,2016-03-07
18,77,8.0,2016-06-19
18,82,7.0,2016-03-07
18,149,8.0,2016-03-07
18,47,7.0,2016-04-13
18,130,8.0,2017-11-17
18,101,6.0,2016-07-12
18,344,8.0,2016-07-29
18,142,7.0,2017-11-17
18,79,9.0,2016-02-28
18,106,7.0,2016-07-31
18,94,7.0,2016-09-08
18,299,9.0,2017-02-09
18,294,8.0,2017-01-11
18,437,8.0,2017-05-04
18,470,7.0,2017-04-25
18,124,6.0,2018-02-01
18,341,8.0,2017-08-08
18,103,8.0,2017-04-25
18,464,7.0,2017-12-12
18,250,9.0,2018-08-11
19,61,8.0,2000-08-08
19,442,6.0,2000-08-08
19,207,8.0,2000-08-08
19,12,6.0,2000-08-08
19,415,6.0,2000-08-08
19,398,4.0,2000-08-08
19,500,6.0,2000-08-08
19,25,8.0,2000-08-08
19,39,8.0,2000-08-08
19,6,4.0,2000-08-08
19,46,6.0,2000-08-08
19,372,8.0,2000-08-08
19,427,8.0,2000-08-08
19,60,4.0,2000-08-08
19,116,8.0,2000-08-08
19,445,10.0,2000-08-08
19,174,6.0,2000-08-08
19,334,6.0,2000-08-08
19,43,10.0,2000-08-08
19,412,10.0,2000-08-08
19,458,6.0,2000-08-08
19,313,6.0,2000-08-08
19,494,6.0,2000-08-08
19,62,6.0,2000-08-08
19,368,10.0,2000-08-08
19,253,6.0,2000-08-08
19,65,8.0,2000-08-08
19,29,8.0,2000-08-08
19,353,10.0,2000-08-08
19,68,10.0,2000-08-08
19,127,6.0,2000-08-08
19,55,6.0,2000-08-08
19,71,8.0,2000-08-08
19,81,8.0,2000-08-08
19,52,4.0,2000-08-08
19,349,6.0,2000-08-08
19,177,8.0,2000-08-08
19,32,8.0,2000-08-08
19,123,10.0,2000-08-08
19,395,6.0,2000-08-08
19,290,10.0,2000-08-08
19,363,2.0,2000-08-08
19,420,8.0,2000-08-08
19,217,4.0,2000-08-08
19,219,8.0,2000-08-08
19,371,8.0,2000-08-08
19,396,4.0,2000-08-08
19,105,6.0,2000-08-08
19,360,4.0,2000-08-08
19,367,4.0,2000-08-08
19,236,4.0,2000-08-08
19,309,6.0,2000-08-08
19,270,6.0,2000-08-08
19,433,8.0,2000-08-08
19,8,8.0,2000-08-08
19,392,6.0,2000-08-08
19,331,6.0,2000-08-08
19,102,6.0,2000-08-08
19,375,6.0,2000-08-08
19,350,8.0,2000-08-08
19,67,8.0,2000-08-08
19,44,8.0,2000-08-08
19,490,6.0,2000-08-08
19,435,10.0,2000-08-08
19,387,6.0,2000-08-08
19,4,10.0,2000-08-08
19,443,6.0,2000-08-08
19,212,4.0,2000-08-08
19,129,4.0,2000-08-08
19,16,6.0,2000-08-08
19,440,4.0,2000-08-08
19,200,8.0,2000-08-08
20,442,6.0,2003-05-27
20,46,10.0,2003-05-27
20,445,10.0,2003-05-27
20,174,6.0,2003-05-27
20,334,10.0,2003-05-27
20,326,10.0,2003-05-27
